"""Display of random """"MSO"""" formatting text in HTMLSorry for the title - I didnt know how best to say it.  I am also guessing at the cause.  The best thing I can do is show you screen shots.The preface:I received an email.  On my K9 it looks awful but the same email when view using, for example Thunderbird, it displays all just fine.I have taken the source of the email, removed non-necessary headers (put there by Yahoo upon delivery), and redacted some links and detail for my privacy (hopefully!).  This attachment, when renamed to being .EML, shows the email as it was received.  (How you get this to display in your K9 test app I dont know but Im sure you have your ways).[MSOtest.txt](. Display clean HTML-based email.  As displayed in Thunderbird:![image](. As displayed in K9 Mail:Part 1:![image](. scroll down a bit, part 2:![image](. You can see it is full of .lines such as """"**mso-line-height-rule:exactly;line-height:20px; color:#666666;**""""1.  Get an email to display on your K9 Mail that contains the same message source as the attachment above.I make no judgement on the cause - you guys know more than me.K-9 Mail version:  5.203Android version:  4.2.1Account type   IMAP""",3,bug+
"Free & Open source email app. What more do you want!!! The best email app. It has all the useful features, customizable.",3,_
"The one and only and the best ever! No matter what, I can always rely on K9!",3,_
"It's generally good, very customizable, absolutely secure against email privacy and probably the best (ad) free email app out there but quite unreliable. I often lose mails that I sent away offline.",3,_
Best email app for most servers!,3,_
Best free software email app,3,_
Still the best email app in my book.  Wish you could get a truly integrated email app like this on pc.,3,_
"the attachment indicator is moved to email bottom, very inconvenient when the email is long.and we dont know there is attachment",3,_
Best email app there is. crazy fast.,3,_
"Great privacy oriented email client for all your email needs, even though the ui is a bit bland, k9 mail ticks all the checkboxes for a practical, functional email client for Android without invading your privacy",3,_
"Use to love K9 Mail.  But ever since about 2 updates ago, I just can't take it anymore!  It takes like 5 seconds or more for the email to display after you attempt to open it.  There are some other small annoyances with the latest version also.   Hopefully they'll fix the issue but until then it's another all for me.",3,_
"Was the best email app I know for Android, and I've used a few. But since v5.xx it goes worse and worse every time. Latest 5.02 version broke email viewing. Plus zooming. Absurd how it's even tested. Being free doesn't mean of low quality, but lately K9 email means exactly that.",3,_
Best email client for an Android device. Clean and efficient.,3,_
"Best EMail Reader for FREE. Able to backup, migrate and restore settings - the most important thing compared to in-built email readers or even Microsoft Outlook or Google's own GMail client. However, latest update forces attachments to appear at the bottom - and a long email chain forces you to scroll forever to get to the bottom (and finally the attachment). Rule no 1 of UI change design: if you change it, make sure it's configurable to allow users choice!",3,_
Best email app,3,_
Open source Best,3,_
"Simply the best email client It's not the best looking one, but has all the things an email client should have and some other no other has, like multiple identities. And it's open source, and it's PGP enabled.",3,_
"Best multi account mail app Much more configuration options than mymail, better visually too, can be dark background everywhere. Wish this existed for desktop PC as well. I would prefer k9mail over Thunderbird anytime! Don't like the dog association, what does k9 have to do with email? Dogs are a huge waste of resources by the way. 8 billion humans weren't enough of a burden to our planet? But I digress.. Some complain about the interface being dated, but for me that's the reason it's the best app for email out there. Very efficient!",3,_
Great so far Tried Blue mail but found its style of display a little non-intuitive. K9 is exactly what I expect. Great job!,3,_
Best email app,3,_
"Best email option Hands down the best email app I have used.  Full control, stable, efficient and does NOT kill my battery.",3,_
"The best Lots of options for customising the display, interaction etc. For me the best features are the ability to display messages in full screen and increase text size.",3,_
Best email client app. It just needs a more modern GUI,3,_
Best mail app and its open source! I use it to check multiple email account and it works well. And its open source too. The UI is bit old but regardless its functional and beautiful. Thanks a lot.!,3,_
"Brilliant Clean and easy-to-use interface, stable and reliable; for me the best Android email app",3,_
Using since years Never dissapointed. Always best choice.,3,_
Incredible app. Best email client ever!,3,_
"Waiting for new look, otherwise the best email app!",3,_
Best free email app ever,3,_
The best email client app,3,_
"Open source email app The Unix Philosophy isn't possible to implement via an app, but this open-source app seems like the next-best thing for an email app.",3,_
Love it Best email app ever easy to use and great interface,3,_
"Excellent but a major inconvenience One of the best email front end for android l have seen but only 4 stars as it is missing a must have feature all other email programs have: the icon on your screen not only does not tell you how many unread messages you have but it doesn't even change to tell you that you have received a new email.  The only way to find out is to launch the app. Come on guys, even Microsoft knew how to do that 25 years ago!",3,_
k9 mail im a blind k9 mail user. and i use talkback on my android phone. i found unlabled buttuns i dont know what the buttuns are can this problam get fix,3,_
Best Android E-mail App ever Can't really say more than that.,3,_
"Best Email App Best, simple, free and clean.",3,_
Best email app ever,3,_
Simply the best Can`t fault it. Every conceivable variable. Bomb proof. Great. Thanks Guys.,3,_
Best email client K9 is hands down the best email client I have found for android. Latest update fixes display problem on lollipop.,3,_
A bit buggy at the moment... But once you know your way unbeatable.,3,_
"Awesome Email Client I have tried so many email clients to organize my Gmail, Yahoo and Hotmail accounts, this one is by far the best. This may not be the fastest, but no other app comes close to the options this one provides.",3,_
Best Email Client I love it just because it's open source and being actively developed. Didn't face even a single bug. GREAT JOB!!!!,3,_
Brilliant This is the best email app ever.,3,_
Best email app ever So easy to check email on one app.,3,_
The best email client there is! Using it on all my phones.,3,_
Average Not had the best experience and I'm uninstalling as I type this. Found it had a lot of connection errors when viewing an email. Also the app doesn't always display email correctly. Hey it may be my fault best personally I'm moving on to try another app.,3,_
"First thing I install It's the best Email app there is,  period.",3,_
Great email app Picks up all 6 of my varied email accounts with ease and sorts them for easy reading. Best email app ive used.,3,_
Best email app,3,_
The best email app.  No doubt.,3,_
Excellent Best email app by far!,3,_
Works great Best email app,3,_
Best imap mail app Should have rated this earlier.  This is the best app to check your imap email. Supports imap push.,3,_
The best And still free and open source!,3,_
Best email app so far Love k9 over any other email app,3,_
"Works well, but looks ok. An excellent email client, but it looks a bit dated.",3,_
K9 Mail Love this app!!!! The best!!!,3,_
Great email app It even lets you check email headers.,3,_
Best mail app The Thunderbird of android,3,_
Download it now. Best email app out.,3,_
"Best email app Best email app, better than the default email app in android.",3,_
The best Full of power features for those that really like to fine tune their mail settings. Can't say anything bad about this app.,3,_
"The best mail client So far, the best email app available... works similar to blackberry email with speed and accuracy",3,_
The best app so far The best email app so far. Supports email accounts of any type. Great customizations features. The user interface has also seen some vast improvements. Keep up the good work,3,_
"Amazing! This is by far the best email app! I'm using a samsung note 2 with kitkat 4.4.2 and it's flawless! It works perfectly with my Hotmail, Gmail, and Yahoo accts.",3,_
"Best email app I love it. Almost as full featured as mutt, with the benefit of a GUI as rich as thunderbird and as easy to use as gmail.",3,_
LEAN CLEAN MEAN Hands down the best Android email client! I wouldn't use any other especially for you FastMail users!!,3,_
"Best email app I've used Great app, coherent and useful UI. I love the functions integrated to the notification drawer. The fact that it supports encryption is a huge plus, and most of all, it is open source! Keep up the good work guys!",3,_
Superb tool Full of features to configure for your own way of working. The best of its kind that I know of.,3,_
"Best for me I wanted an email app that i can receive emails quickly and efficiently organized, aqua mail was ok but k9 mail took it home for me, it was the interface just what i needed, almost removed it after kitkat upgrade but thankfully i waited for the fix an it's now working fine again, thanks guys.",3,_
Best email client hands down Love this app. Will never use another,3,_
Best email app,3,_
"Email bliss Easy, clean and by far the best multi account email app out there",3,_
Best app for mail Being using android since cupcake and k9 was there already,3,_
"Best email client I tried many other applications but I found this K9 mail was the best,  run smoothly and all my communications using  email so smooth.   Only one thing maybe the icon have to change hahaha",3,_
Perfect and easy Nice customizations. Best email app..,3,_
Best email app out there.,3,_
Best email app Perfect.,3,_
best email app i had so far,3,_
Best email app there is,3,_
"K9 has done it, its my daily email app I have used k9 before, it was a good app at that time but when I used it the display was never fit the width settings, NOW they do. So when I open the email it is fit to the screen, no more scrolling around. Now this is different, I don't know if this is new setting but for me this is new.",3,_
"""Bad <hr> detection causes emails to appear emptySome emails displayed empty, despite there is text in the email body. Note: Email preview in notification window shows (part) of body; but email body seems empty in K9.This behavior has been introduced with the latest K9 update a few days ago.Email displayed correctly.Email shown empty. When using """"Reply"""" on the mail, no email body is shown, the wait cursor is shown indefinitely.Not sure why some emails get not displayed. I could provide the emails not correctly shown if needed.K-9 Mail version: 5.400Android version:7.1.1 and also 4.4.4Account type  POP3""",4,bug+
"Great email app, has lots of features, but new version 5.403 has an ugly icon (differs from what is shown in Play Store).  Had to downgrade back to 5.206.",4,_
"Hasn't worked in months. I used to rate it 5, but now a 1 because it won't autosync. What good is a mobile email app that's 4 hours late in showing emails?",4,_
Forceclosed 2x while email was loading. Almost unusable. Long loading. Lagtime of body of mail. Glad to see updates but this one needs work. Back to 5 stars when accomplished,4,_
"app consistently keeps on notifying me that a new email has been received but the email is an old one and reappears as unread and new. very confusing. i have mistakenly replied to emails twice which were days, weeks or even months old",4,_
"EDT: since complaining it is no long notifying me of emails, it has no started notifying me of every email that comes through on my junk email, the only one I don't want it to tell me about every email! My important work emails are still not coming through. The whole thing has just got worse and I am currently looking to switch to another app after years of using this!   Have used this app for years and loved but recently it's stoped fetching my messages and I'm  missing important emails I need for work.  Please fix or I will have to go elsewhere.",4,_
Best email app imho It does everything and has advanced features for them geeks.  All my emails in 1 app.  Yes please!,4,_
"Email locked after current update After K9 updated yesterday, discovered later in the day that I was not receiving any new emails.  Needed to uninstall & reinstall the app.",4,_
"Good one Used for years, but after latest update html is not working correctly in the body of messages",4,_
Latest update messed my emails up The latest update to this app deleted all my sent mail and also marked all my read emails as unread. What a joke.,4,_
Latest update deleted all emails in folder Email does not download email.,4,_
Love this K9 email..after most emails I had that I last they stated I invalid email like please o no my email l got buggy this one's on its way,4,_
"Doesn't work Since the last update,  I can't send any emails out.  What good is having an email app that doesn't allow sending email?",4,_
"Email appear then disappear then reappear Updated 8/29/14: App has not synced my emails for the past 24 hrs. Problems with my emails synced from GoDaddy.  The alerts appear but emails read no text and at other times, the emails appear only 1 second after the alerts arrives.. then immediately disappears from the in box until a few days later.",4,_
Good. Can't correctly resize. It's a pretty decent email application. The only fault I find with is its inability to correctly resize emails to fit the page. A high enough percentage emails received are too large for the screen. The auto fit feature is no longer in the menus.,4,_
"Email appear then disappear then reappear Updated 8/29/14: App has not synced my emails for the past 24 hrs. Problems with my emails synced from GoDaddy.  The alerts appear but emails read no text and at other times, the emails appear only 1 second after the alerts arrives.. then immediately disappears from the in box until a few days later.",4,_
Latest Update No Good Since the latest update it will not send out forwarded emails. Can receive email OK but will not send out forwarded emails. Too bad. I loved this program until this!,4,_
Still my choice for email interface Unfortunately in the latest version it seems that the downloading of email automatically download the entire email including attachments of any size despite setting the limit to 32kb. My data plan usage ended up with huge increase which I had to pay.,4,_
Was excellent Ive recently and randomly started having a lot of issues connecting and downloading my emails when I am on data and when the emails do download I don't see a body of text. The constant server check ia draining my battery on the nexus 5. I hope its fixed soon.,4,_
"""Erroneous """"+0 more"""" messages on Notifications.Since 5.202 occasionally the notifications can show """"+0"""".  This never as witnessed in 5.200 and before.Notifications will show a """"+X"""" number in the expanded notification where the X is the number of new messages exceeding that of the notification displayed messages.Cannot reproduce at will - Ive not actually tried to work out how.  However, see screenshots:Note it says **6 new messages**, yet only displays 5 and then """"**+0** more"""":![image](. ![image](. K-9 Mail version: 5.203Android version:  4.2.1Account type   IMAP""",5,bug+
No notifications when receiving mail to subfolders.,5,_
Notifications are no longer working. This renders an email app completely useless,5,_
New icon sucks. Unable to show email adresses with names. Notifications work fine after user excludes app of android doze.,5,_
New icon sucks. Unable to show email adresses with names. Notifications work fine after user excludes app of android doze.,5,_
"Great, long-standing email client. Has served me well for years.  Only gripe is occasional false notifications. But that may be partly due to my mail server.",5,_
Current version has problem with syncing! No incoming mail notifications at all!,5,_
"Nice free app, but does not autosync. Also seems to occasionally send out duplicate messages",5,_
"I generally like K-9. However, I am not getting notifications and the email is not downloading hourly as requested.",5,_
"Don't let the screenshots from 2013 fool you, it's actually a pretty good email client",5,_
So slow it's worthless (v5.202) They turned a pretty good app into a pile of garbage with the 5.202 release. Now messages take 6+ second to display each time. Used to be super quick. Too bad.,5,_
No notifications in Nougat Please fix this,5,_
"This is a great app.  Have been using it for years.  However with the last update, K9 keeps giving me (and my wife) authentication failed messages even when I re-enter passwords.  I even tried changing passwords for two email accounts.  The constant notifications are pretty annoying and have finally had to block k9 notifications.  Is there a way to roll back to the previous update?  I still give you five stars for outstanding work.  Thanks.",5,_
"Push notifications don't seem to work reliably. I can see open IMAP connections to the server but it won't report new messages. Doing a manual ""fetch"" will eventually retrieve new messages but takes an inordinate amount of time. Disabling power saving features doesn't help. Android 6.0.1 on Nexus 6P.",5,_
"Better than most email apps I need an email app that is highly configurable and is easy to use on a constant basis.  I have multiple accounts setup, and K9Mail covers all of the requirements I have except one... And its very minor.  I'd like it to vibrate ONLY when new mail arrives.  Notifications are either on or off...no in between.  There is no custom setup for Notifications.  If this was a feature of K9Mail, I'd rate it Five stars.",5,_
"Still slow but at least I get notifications v5.007 seems a little faster than v5.005, but overall still sluggish. However, it does provide notifications on all my accounts and allows me to delete messages from the notification bar. These are things the Yahoo app cannot do.",5,_
Best email app Those push notifications cime so fast! My no.1 choice,5,_
Used to be (just) OK In recent months it has developed an annoying habit of mis-reporting the number of new emails. It constantly reported new mail when none existed. I have switched to Type Mail and so far so good.,5,_
"Mehhh I used this application for a number of years. I started getting ""failed to send email"" notifications and the app appeared to be degrading over time.",5,_
Certificate errors annoying Too many certificate errors when my signal is intermittent taking up the one bulb I have for notifications.,5,_
"Not getting notifications when connected to internet Its very fine app for sending and receiving emails. But, it is not giving me the notifications when connected to internet. I have to go into the app to find out whether there is new email for me",5,_
Push notification Hasn't push notifications ... Even the native android app is better.,5,_
"Used to be great.. then I had to switch because of wrong dates (and therefore sorting) on some messages, lack of swipes, a crash constantly occurring when receiving some type of messages (probably malformed but no other client I have tried crashed because of that), and missing features in notifications.",5,_
Problems with Lollipop Not downloading all mail and notifications not working after lollipop update. I note others having the same problems.,5,_
Single notifications I like it ok (although sometimes everything but unread messages disappear and I have no idea why...they come back eventually.) Could you add a filter where I would receive a notification for emails from certain senders? (E.g. my boss)  Love having all my accounts in one place - thanks!!,5,_
Would be excellent Increasing number of error messages almost daily,5,_
Loved it but..... The notifications would never come on or notify me for some reason,5,_
HTML code in message previewPreview (in message list and in notification) of HTML-only messages contains html code obscuring the real content.,6,bug+
"My default, but needs rich html editing. This has been my default email client since day one on Android, but it's time we had rich html editing....so I may be moving on soon.",6,_
"Guter Mail Client Das einzige, was (schon seit Jahren) fehlt, und wohl auch gemäß des entsprechenden Issues nicht mehr eingebaut wird, sind HTML Signaturen.",6,_
It worked great until it decided not to update or reinstall anymore... Error code 505...,6,_
"""Cancelling Compose window not always requesting 'Save As Draft' optionTHIS IS THE SAME AS #2120 (for v5.203) but that is closed and I dont know how to append/reopen.  This now applies to v5.206.I confirm that the problem now resides on **5.206** despite supposed fix being 'applied' in 5.204.""""Save As Draft"""" offering is inconsistent.When browsing, for example the GALLERY on the device, and choosing a picture to 'share' through K9, a new email is generated with the photo attachment.  If the 'return'/back out button is pressed on the device, K9 prompts """"Save as Draft or Discard"""" (allowing saving as draft).If a fresh email is composed **from WITHIN** K9, and the  'return'/back out button is pressed, the email is unceremoniously discarded and no option to Save As Draft is offered.As aboveK-9 Mail version: 5.206Android version:  4.2.1Account type """,7,bug+
"""Unable to view/read MIME attached forwarded emailsToday I forwarded myself an email as an attachment, but K9Mail isn't capable of reading it.That's right, K9Mail is an email application that can't read emails.The email itself is just a MIME attachment. I can download the file, but the only option available to open it is gmail. Yep, I have to open the attachment with gmail because I can't read it with K9Mail, which doesn't seem to register itself as a mail application with the system.K-9 Mail version: 5.008Android version: Cyanogenmod 12.1""",8,enhancement+
"Not bad, but doesn't cope well with forwarded emails from some older non compliant clients",8,_
"I've been usinh this since the start, but the last update really need some fixing ASAP!!   The attachment need to go back to the TOP not bottom, why would anyone wants to scroll all the way down just to view the attachment?   Second, the loading takes more time just to read email.",8,_
Great application. Just icon logo of application you cannot tell that is email client. Seams that ist is a game or smth.,8,_
"Bad Change About Attachment At Bottom of Email I have been using K-9 mail for many years.  Everything was good but the recent change of putting attachment to bottom of email is very disappointed (in the past, there was a button on top of email to see attachment).  A lot of times, my daily email has long chain.  After the recent change, I have to scroll the email to very bottom to get the attachment.  It wastes time and it is a VERY BAD idea  and VERY BAD change.",8,_
"Bad Change About Attachment At Bottom of Email I have been using K-9 mail for many years.  Everything was good but the recent change of putting attachment to bottom of email is very disappointed (in the past, there was a button on top of email to see attachment).  A lot of times, my daily email has long chain.  After the recent change, I have to scroll the email to very bottom to get the attachment.  It wastes time and it is a VERY BAD idea  and VERY BAD change.",8,_
"Useful, and unlike Gmail has the read receipt option!",8,_
Nice application But sometimes the application stucks in refreshing state and doesn't receive latest updates. This can be fixed only by application force stop.,8,_
"Open source and very customizable It's an amazing mailer giving you full control over your email handling. I think other commentators can hardly blame k9mail for their technical issues; sometimes ""bad"" mail providers just don't enable all features. and it's definitely possible to get lost in the extensive settings that are individual per added account. I use 4 accounts and I am very satisfied.",8,_
"Best Email Client Not only connects to Gmail but allows you to move your email around, too!  Will even connect securely to SmartMail!  The man is right - a Linux version would be awesome!",8,_
"So good you will forget it! :-) I use it with 3 accounts Hotmail, Gmail and GMX, all with IMAP, substituting the stock email and Gmail too. No problems or issues. The fact that I use it quickly faded into the background, as befits a good application with many available alternatives. Being open source implies less lossage, pretense, bullshit, nagging, and no promotion nor in-app selling.",8,_
Not perfect Not able to download or open attachment.,8,_
Best App Fantastic app. Using it from a long time. Can we get jpg attachment preview as in Gmail?,8,_
"Works for internode email Stock email app wouldn't register internode email, this worked straight away and was very easy to set up.",8,_
Best email app 1 draw back can't download attachment automatically,8,_
Excellent mail application. This full version is FREE and full of great features!,8,_
Yep! This is what I was looking for. Thanks.,8,_
"Can't fetch  attachments Every time I try to download an attachment it says ""connection error"" yet everything else works just fine on every other app in the sane network and location",8,_
It doesn't register as even being on the phone so when I find it in the bin strait away,8,_
"Can't forward emails without losing attachment. Everytime I forwarded emails with attachment(s), the attachment(s) were always missing. Please fix it!",8,_
"Just what I needed and then... After trying various mail apps that either crashed or would not register my email accounts, I came across the highly rated K-9 mail app.   It is easily customizable with an intuitive interface and reading and replying to messages (which I do on a daily basis) is a breeze.    That is, until it started acting buggy with my Gmail account and I was unable to send or receive mail. On to other apps...",8,_
Excellent work. I got tired of all the drafts in gmail client. And I hate to read e-mail's in conversation mode. This application allows me to read the e-mail's like on the desktop. Great work. Keep up.,8,_
"""Notification stays after reading e-mail### Expected behaviourNotification disappears after reading an e-mail.### Actual behaviourThe notification stays after reading the e-mail, when the e-mail was received by refreshing the inbox out of the inbox.1. Go to the inbox, where you expect to get an e-mail in.2. Refresh the inbox, so you receive the e-mail.3. Click on the new e-mail to read it.4. (optional) Go back to the inbox by any back button. You see the e-mail is definitely marked unread.5. Press the home button to leave K-9.K-9 Mail version: 5.008Android version: 5.1.1Account type  IMAP""",9,bug+
This is almost perfect except it doesn't have inbox rule,9,_
Needs improvement Notifications don't always work and mail is slow to arrive in inbox  .I believe I will keep searching for a e mail client .sorry,9,_
"Did work, or so I believed This classifies some of my emails as SPAM, so they miss my inbox!? Can't return the mail to my inbox - too much beating around the bush! Can't risk missing any important messages, so next step: TOTAL REMOVAL (uninstalling it, if that's your jargon).Gmail is a more reliable source, anyway. Thank God I still have it.",9,_
"Works Well Everywhere, except home, no issues. At home, using Comcast, the program hangs, and I have to stop and restart it, to be able to check Yahoo mail. Comcast is the issue, but other mail clients don't have that issue. Strange situation, to me.",9,_
"The best email app I liked it very much. I suggest to add  ""Find on Message"" button while reading an email. Thanks.",9,_
"Wondering? Liked the app  but now things happening such as deleted mail comes back into inbox and I hate this. Should not be happening. Also how do you limit the number of messages in your inbox, I currently have 110 and it is difficult to work with this amount?",9,_
K9 mail Very Nice Mail reading apps,9,_
"Best mail app Update: Recently, when selecting one mail from the list, the another one opens... Fix it, please.        Overall, the best mail app. The welcome addition would be a single notification when checking multiple accounts via unified inbox and swipe to delete in mail lists. Besides, great mail client, keep working :-)",9,_
"Latest update was a disaster. Emails dissapear from inbox after reading, search doesnt work, updating inbox takes ages. Uninstalling no",9,_
Exiting account inbox goes to folder tree. Not good Exiting from inbox takes me to folder tree. I would like to go to account screen with the unified mail inbox,9,_
Exiting account inbox goes to folder tree. Not good Exiting from inbox takes me to folder tree. I would like to go to account screen with the unified mail inbox,9,_
Best E-mail app ever With k-9 Mail I can review my entire inbox even if i'm offline. Also I love the multiple accounts management feature.,9,_
Excellent The best email reading service I have come across on android.,9,_
"A Pleasure to Use The interface is extremely intuitive, and makes reading mail on my tablet a pleasure.  The multiple selection feature makes sorting and mail handling just as easy as on a full sized computer.  Finally, there are numerous ways of customizing the settings so you get exactly what you want.  Highly recommended!",9,_
"2 inbox? Why did i get 2 inbox and notifications? I am using nexus 5 with exchange mail, please fix it. Thanks",9,_
"Want the check boxes back!!! Email disappears after i read it After reading an email, the email disappears. Please fix!!! Also, I really miss being able to delete messages with the check boxes. It was Alot easier!!!!",9,_
I refresh my inbox all the time but my new mail never shows up.,9,_
Add option not to store account passwordsTo do this properly some architectural changes are required. We need…- a service to cache the passwords for some time- to prompt the user for a password when we need to connect to the server (and the password is not cached)See PR #288 for an attempt at implementing this feature.See also .,10,enhancement+
The program works as required without fuss - but the new icon is rubbish. At least give the option to swap back to the old one.,10,_
Use this email client since 6 years.try other and come back all time . One need in more now connect ews on office365. Could you add this account option? Thanks a lot.,10,_
Dog's Danglies. Does everything need in a mail client. It is also light weight without the bloat. Showing how a mail app doesn't need to be 10s of MBs to do the job.,10,_
"I love the user interface!!! No need to ""update"" it, in my opinion. It is classic and simple.",10,_
Dog's Danglies. Does everything need in a mail client. It is also light weight without the bloat. Showing how a mail app doesn't need to be 10s of MBs to do the job.,10,_
Almost perfect Far better than any native email APP. Some changes in the folder list are non reversible but and if you do any mistake you may need to delete and add again the account. But everything else works great,10,_
Best 'Pine / Alpine' replacement for Android Everything I need.,10,_
"Amazing Stable, rich app, everything I need.",10,_
Need few necessary features It delets the mail from handset when deleted from server no option available hence need to uninstall,10,_
"Basic but decent I just need a lite and functional email app, and this fits the bill.",10,_
Good but still need work. I can't send mail to any one.,10,_
Email @client Extremely powerful and user friendly. What else u need?,10,_
"most complete, least biased If you need *all the options* regardless of mail service provider, this is the only choice.",10,_
Need Improvement Best android email app in market.  It's need some improvement.  Add hyperlink for http link.,10,_
Just perfect Does exactly what you need,10,_
Just perfect Does exactly what you need,10,_
